bodypartused,playerId,y,x,matchId,teamId,matchPeriod,eventSec,eventId,counter,goal,shotangle,distance_to_goal
402,9637,47,90,2499728,1659,1,892.373927,178217761,0,0,35.6671303,12.23764683
402,62224,30,89,2499728,1659,1,908.18625,178217766,0,0,14.30149981,20.74222746
402,9637,50,89,2499728,1659,1,1361.246314,178217918,0,0,33.71679754,13.2
402,9739,68,77,2499728,1659,1,1737.507833,178217969,0,0,13.0430767,31.13069225
403,134102,48,91,2499728,1659,1,2225.14543,178218026,0,0,39.93638315,10.91787525
401,8686,45,93,2499728,1627,1,2368.441175,178217682,0,0,43.60281897,9.30376268
401,8530,28,69,2499728,1627,1,2390.219603,178217690,0,0,10.05940807,41.15337167
402,62224,52,79,2499728,1659,1,2982.835095,178218153,0,0,17.96913974,25.25074256
401,7929,37,87,2499729,1644,0,278.995343,180122394,0,0,20.4031849,18.74886663
401,134351,45,97,2499729,1659,0,358.916008,180122466,0,0,65.77225468,5.381449619
402,9283,63,83,2499729,1659,0,825.945349,180122686,0,0,17.79962218,22.89803485
403,7888,43,89,2499729,1644,0,1138.883602,180122571,0,0,29.11614627,14.33875866
402,134351,62,95,2499729,1659,0,1833.134036,180123087,0,0,23.16899049,11.32077736
401,9283,39,80,2499729,1659,0,1862.543111,180123097,0,0,16.76255446,25.56247249
403,377071,36,86,2499729,1644,0,2274.345101,180122877,0,0,18.93900426,20.19108714
401,10663,39,95,2499729,1644,0,2821.725425,180122980,0,0,26.22535686,10.65082156
403,9277,44,92,2499729,1659,1,88.305699,180123577,0,0,37.74680539,10.73312629
402,32968,70,94,2499729,1644,1,194.968439,180123022,0,0,11.16488018,17.54536976
402,7888,28,83,2499729,1644,1,741.921311,180123187,0,0,12.94650952,26.94290259
402,7888,33,76,2499729,1644,1,1023.596403,180123222,0,0,12.99461679,31.84964678
401,377071,33,90,2499729,1644,1,1348.393074,180123310,0,0,17.05331477,18.13725448
402,377071,46,87,2499729,1644,1,1498.163826,180123334,0,0,27.71081402,15.92482339
403,377071,54,89,2499729,1644,1,1801.725822,180123400,0,0,32.07868892,13.58234148
403,9637,50,94,2499729,1659,1,2160.274171,180123816,0,0,58.1092082,7.2
402,10663,65,95,2499729,1644,1,2440.129642,180123481,0,0,16.31385243,13.41640786
402,92899,28,77,2499729,1644,1,2579.68607,180123493,0,0,11.8151026,32.7340801
402,9637,68,97,2499729,1659,1,2816.386131,180123894,0,0,8.023289423,14.84318025
401,8530,32,93,2499730,1627,0,47.565513,180111987,0,0,14.38981512,16.67093279
402,8980,37,73,2499730,1646,0,259.633546,180112301,0,0,12.78865073,34.02822358
402,8980,52,76,2499730,1646,0,972.285889,180112512,0,0,15.76718254,28.8444102
402,8980,30,88,2499730,1646,0,1476.058467,180112654,0,0,14.44054165,21.52579848
402,8980,41,86,2499730,1646,0,1478.755587,180112659,0,0,22.90576966,18.27785545
401,93,66,77,2499730,1646,0,1763.122185,180112759,0,0,13.64430084,30.42367499
403,93,55,89,2499730,1646,0,1862.071661,180112792,0,0,31.21840276,13.79275172
403,434159,44,97,2499730,1627,0,2374.256131,180112256,0,0,55.22216863,6
403,8944,45,94,2499730,1646,0,2564.795707,180112973,0,0,48.0127875,8.236504113
402,9127,73,86,2499730,1646,1,18.885267,180113020,0,0,12.52880771,24.9158584
402,8285,57,77,2499730,1627,1,81.195313,180112366,0,0,15.86122686,28.16238626
402,70092,56,77,2499730,1646,1,585.715565,180113089,0,0,16.02410966,28.01428207
402,8125,44,75,2499730,1646,1,660.254896,180113105,0,0,14.82064611,30.38157336
401,9414,58,74,2499730,1627,1,736.680674,180112549,0,0,14.03624347,31.84964678
401,9623,39,75,2499730,1646,1,1027.372724,180113181,0,0,14.01604994,31.26403685
401,8433,29,81,2499730,1646,1,1200.334877,180113202,0,0,13.06358729,28.32101693
403,8686,56,92,2499730,1627,1,1825.918522,180112781,0,0,37.74680539,10.73312629
402,8643,60,77,2499730,1646,1,2130.654692,180113325,0,0,15.25224486,28.73604009
402,9123,33,90,2499730,1646,1,2210.295575,180113342,0,0,17.05331477,18.13725448
402,8980,51,87,2499730,1646,1,2603.487912,180113386,0,0,28.69490438,15.62049935
403,9127,59,93,2499730,1646,1,2692.573056,180113402,0,0,32.27564431,11.06345335
403,8752,32,90,2499730,1646,1,2912.931696,180113433,0,0,15.97427482,18.74459922
402,230883,60,89,2499731,1613,0,65.779817,183185681,0,0,25.41529024,15.43502511
402,62389,47,74,2499731,1673,0,233.364238,183185707,0,0,14.52784886,31.29217154
402,11078,56,69,2499731,1673,0,456.637961,183185794,0,0,12.07720129,37.50839906
401,9419,19,74,2499731,1673,0,525.621101,183185823,0,0,9.019322431,39.85573986
401,9419,23,88,2499731,1673,0,528.324822,183185824,0,0,9.93165332,25.95996918
401,9419,53,82,2499731,1673,0,876.555933,183185931,0,0,20.74075618,21.73292433
402,9227,29,82,2499731,1613,0,949.962465,183185883,0,0,13.26840786,27.3642102
402,230883,31,74,2499731,1613,0,2415.716121,183186311,0,0,11.86066564,34.70561914
402,9227,68,90,2499731,1613,0,2683.886301,183186385,0,0,15.97427482,18.74459922
402,3327,44,87,2499731,1613,1,1343.158338,183186702,0,0,26.49178296,16.32176461
401,230883,55,93,2499731,1613,1,1371.013784,183186709,0,0,43.60281897,9.30376268
401,134294,36,72,2499731,1613,1,1529.827556,183186766,0,0,12.24633286,35.41750979
402,293686,58,88,2499731,1613,1,2144.263923,183186936,0,0,26.37533075,15.75817248
403,3327,59,86,2499731,1613,1,2297.785438,183186982,0,0,22.90576966,18.27785545
402,3327,50,73,2499731,1613,1,2638.74708,183187086,0,0,14.07588153,32.4
402,3327,56,86,2499731,1613,1,2853.178918,183187133,0,0,24.91966437,17.47226373
401,26150,70,88,2499732,1631,0,50.942536,180118145,0,0,14.44054165,21.52579848
403,8488,47,87,2499732,1631,0,301.046949,180118194,0,0,28.16221864,15.78353573
401,247248,46,78,2499732,1651,0,759.243502,180118526,0,0,16.99082329,26.59323222
401,26150,52,80,2499732,1631,0,925.117511,180118354,0,0,18.84461544,24.05327421
402,12829,53,91,2499732,1631,0,959.870464,180118373,0,0,39.07763698,11.06345335
402,192748,56,71,2499732,1631,0,1066.320519,180118405,0,0,12.87418414,35.1294748
402,62091,39,86,2499732,1651,0,1628.695452,180118853,0,0,21.35855238,18.96523135
402,8013,56,76,2499732,1631,0,1967.097642,180897387,0,0,15.39968302,29.19726015
402,192748,56,82,2499732,1631,0,2337.425053,180118688,0,0,20.04524943,22.1269067
401,14763,54,93,2499732,1631,0,2421.201341,180118705,0,0,46.04162668,8.988882022
402,3657,42,78,2499732,1651,1,1636.653266,180119559,0,0,16.30700542,27.16468295
401,26150,47,86,2499732,1631,1,1680.278787,180119095,0,0,26.29479007,16.97056275
401,8013,49,71,2499732,1631,1,1721.792674,180119104,0,0,13.10711605,34.80919419
401,26150,67,73,2499732,1631,1,1838.218693,180119136,0,0,12.00688491,35.13858278
402,466,19,73,2499732,1651,1,1880.061166,180119593,0,0,8.934078216,40.80196074
401,247248,73,73,2499732,1651,1,2682.519211,180119688,0,0,10.69586573,37.2601664
403,8554,47,93,2499733,1628,0,487.962134,183181726,0,0,48.08824615,8.736131867
402,8319,32,94,2499733,1612,0,566.364807,183181732,0,0,13.32453126,16.09968944
403,14870,56,95,2499733,1612,0,847.618211,183181830,0,0,48.11847965,7.683749085
401,7907,38,79,2499733,1612,0,1643.57834,183182075,0,0,15.82615408,26.96664607
402,25747,68,93,2499733,1612,0,2061.636788,183182164,0,0,14.38981512,16.67093279
402,15808,80,78,2499733,1612,0,2406.219107,183182259,0,0,9.53799762,35.67856499
402,116,49,74,2499733,1612,1,509.240372,183182527,0,0,14.60217585,31.21025473
402,38031,55,93,2499733,1628,1,588.791513,183182534,0,0,43.60281897,9.30376268
402,15808,26,85,2499733,1612,1,658.824856,183182561,0,0,12.01423613,26.31805464
402,15808,44,76,2499733,1612,1,815.218557,183182608,0,0,15.39968302,29.19726015
402,7964,57,72,2499733,1612,1,834.898112,183182621,0,0,13.21908491,34.06347017
401,222220,29,89,2499733,1612,1,840.943547,183182624,0,0,13.48156382,21.36539258
402,116,59,90,2499733,1612,1,1492.241922,183182784,0,0,28.09364881,13.99428455
401,25747,43,88,2499733,1612,1,1495.789819,183182786,0,0,27.34987578,15.45056633
403,120353,34,89,2499733,1612,1,2193.828138,183182997,0,0,18.15270589,18.3869519
402,15808,54,70,2499733,1612,1,2368.455584,183183062,0,0,12.58296249,36.14194239
401,286831,31,91,2499733,1612,1,2604.177941,183183144,0,0,14.60061978,18.64617923
402,286831,69,89,2499733,1612,1,2630.600326,183183170,0,0,15.17737685,20.13156725
401,15808,67,87,2499733,1612,1,2634.184145,183183172,0,0,16.83988461,20.69589331
401,222220,27,80,2499733,1612,1,2636.790817,183183173,0,0,12.06130946,30.24169307
401,120353,65,81,2499733,1612,1,2729.152708,183183183,0,0,15.72461843,25.76509266
402,25747,35,89,2499733,1612,1,2734.175283,183183185,0,0,19.25896596,17.8392825
402,70086,30,75,2499734,1625,0,86.453915,180841832,0,0,11.88865804,34
402,293687,79,83,2499734,1623,0,181.174985,180841872,0,0,9.865806943,30.89336498
401,8325,65,89,2499734,1625,0,514.063628,180841940,0,0,19.25896596,17.8392825
402,8325,65,91,2499734,1625,0,653.920218,180841993,0,0,19.45179464,16.14434886
402,340386,41,73,2499734,1625,0,688.817788,180841999,0,0,13.42864411,33.19036005
402,38021,56,76,2499734,1625,0,917.36047,180842068,0,0,15.39968302,29.19726015
403,77546,44,90,2499734,1623,0,1114.056953,180842173,0,0,32.4397629,12.92439554
402,70086,27,73,2499734,1625,0,1530.165714,180842250,0,0,10.69586573,37.2601664
403,70086,55,90,2499734,1625,0,1562.175715,180842255,0,0,33.69006753,12.64911064
401,8317,38,91,2499734,1625,0,2023.902697,180842392,0,0,24.13871535,14.44991349
403,8307,38,87,2499734,1625,0,2224.711848,180842452,0,0,21.33491453,18.31720503
403,293687,55,86,2499734,1623,0,2688.840805,180893279,0,0,25.46334506,17.26962652
402,8325,51,82,2499734,1625,1,304.915832,180842687,0,0,20.95577673,21.61480974
401,8317,65,77,2499734,1625,1,750.668973,180842820,0,0,13.93680541,30.09584689
401,265673,58,90,2499734,1625,1,1510.497236,180843009,0,0,29.60445075,13.6
402,11066,56,73,2499734,1625,1,1587.917959,180843025,0,0,13.78082532,32.75362575
402,7944,93,71,2499734,1623,1,1687.918784,180843164,0,0,6.676289309,48.93260672
402,11066,69,88,2499734,1625,1,1724.87263,180843066,0,0,15.2551187,20.93800373
401,38021,53,82,2499734,1625,1,1781.169373,180843076,0,0,20.74075618,21.73292433
401,70083,67,93,2499734,1625,1,1902.121391,180843102,0,0,15.67205474,15.98499296
403,7944,56,88,2499734,1623,1,1985.913685,180843237,0,0,28.24973549,15.17893277
401,3326,32,96,2499735,1639,0,173.372702,180058708,0,0,10.15426658,15.17893277
