bodypartused,playerId,y,x,matchId,teamId,matchPeriod,eventSec,eventId,counter,goal,shotangle,distance_to_goal
403,246866,52,95,2499876,10531,0,2300.183626,213110819,0,0,64.82647548,6.209669879
401,8192,32,79,2499876,10531,0,2437.728584,213110856,0,0,13.70951469,29.02412789
401,8958,36,85,2499876,1627,0,2581.312565,213110775,0,0,18.37782444,21.2
402,471,48,74,2499876,10531,1,583.004036,213111233,0,0,14.5742162,31.2409987
402,25571,56,76,2499876,10531,1,662.700805,213111250,0,0,15.39968302,29.19726015
402,3577,69,89,2499876,1627,1,724.43738,213111041,0,0,15.17737685,20.13156725
402,3577,66,89,2499876,1627,1,728.382899,213111044,0,0,18.15270589,18.3869519
403,8958,64,89,2499876,1627,1,799.740921,213111075,0,0,20.417804,17.31126801
402,25571,55,73,2499876,10531,1,1126.453972,213111419,0,0,13.86968644,32.64597984
402,119951,42,70,2499876,1627,1,1281.133937,213111244,0,0,12.2993434,36.56446362
402,25571,27,87,2499876,10531,1,1812.222645,213111708,0,0,12.43615448,24.12301805
402,343951,46,91,2499876,10531,1,1922.261592,213111721,0,0,37.92646233,11.26410227
402,4365,47,73,2499876,10531,1,2100.949175,213111762,0,0,14.00096282,32.48876729
403,3577,50,92,2499876,1627,1,2249.931105,213111483,0,0,45.2397299,9.6
403,471,55,92,2499876,10531,1,2374.855541,213111790,0,0,39.80557109,10.4
402,25571,27,84,2499876,10531,1,2616.596087,213111820,0,0,12.52880771,26.59323222
402,343951,47,78,2499876,10531,1,2739.479829,213111845,0,0,17.09522412,26.50886644
402,14911,36,81,2499877,1624,0,691.096345,213057688,0,0,16.16449915,25.40236209
401,15198,37,89,2499877,1639,0,1314.410877,213057728,0,0,21.62319613,16.80476123
401,11152,43,69,2499877,1624,0,1901.112474,213058089,0,0,12.00747742,37.61914406
402,8717,46,88,2499877,1624,0,2160.636431,213058152,0,0,29.7448813,14.75127113
402,14911,26,88,2499877,1624,0,2432.084078,213058213,0,0,11.62439572,24
402,8717,54,94,2499877,1624,0,2607.297507,213058257,0,0,51.34019175,7.879086241
401,8731,62,89,2499877,1639,1,287.323793,213058310,0,0,22.86638059,16.32176461
401,11152,31,83,2499877,1624,1,753.993731,213058599,0,0,14.49664607,25.44012579
402,8717,35,81,2499877,1624,1,876.44561,213058626,0,0,15.72461843,25.76509266
401,8717,56,90,2499877,1624,1,1379.160351,213058775,0,0,32.4397629,12.92439554
402,20441,53,95,2499877,1624,1,1635.993399,213058877,0,0,61.77902744,6.462197769
402,54,51,92,2499877,1624,1,2258.616569,213058982,0,0,45,9.633275663
403,20441,51,93,2499877,1624,1,2559.382365,213059032,0,0,50.59933934,8.438009244
402,8717,60,91,2499877,1624,1,2680.32087,213059050,0,0,27.68965067,13.44023809
401,136441,35,79,2499877,1624,1,2709.808948,213059052,0,0,14.79972878,27.91128804
402,3424,43,80,2499877,1624,1,2818.543191,213059078,0,0,17.98733465,24.64467488
401,8032,25,91,2499878,1610,0,751.750654,213026054,0,0,9.791604672,22.72971623
401,25707,31,94,2499878,1610,0,1189.775085,213026137,0,0,12.17918105,16.81903683
401,28291,53,89,2499878,1610,0,1376.564561,213026174,0,0,32.77758391,13.41640786
402,14703,68,89,2499878,1633,0,1600.26473,213026725,0,0,16.11084672,19.53458472
402,31528,25,81,2499878,1610,0,1650.077051,213026283,0,0,11.40937375,30.32886414
401,22889,73,88,2499878,1610,0,1680.69402,213026294,0,0,12.26477373,23.36493099
403,3324,50,90,2499878,1610,0,1969.576525,213026428,0,0,36.86989765,12
401,26499,26,72,2499878,1633,0,2195.650949,213026861,0,0,10.28306514,38.69883719
402,28291,69,84,2499878,1610,0,2236.087688,213026533,0,0,14.74356284,24.48836458
402,14703,45,82,2499878,1633,0,2679.609077,213026992,0,0,20.32313683,21.96724835
402,3360,30,72,2499878,1610,1,208.655842,213026800,0,0,11.10889548,37.21505072
403,3350,47,86,2499878,1610,1,407.968104,213026888,0,0,26.29479007,16.97056275
402,8625,68,89,2499878,1610,1,688.330115,213026978,0,0,16.11084672,19.53458472
402,22889,18,77,2499878,1610,1,730.039075,213027008,0,0,8.9554906,37.64465433
402,25553,54,77,2499878,1610,1,999.879676,213027107,0,0,16.28115636,27.78488798
402,8677,57,86,2499878,1633,1,1265.261683,213027402,0,0,24.30454927,17.7087549
402,135103,39,84,2499878,1610,1,1371.747899,213027214,0,0,19.65382406,21.12060605
402,7887,35,71,2499878,1610,1,1493.066402,213027241,0,0,11.74504865,36.81086796
402,3324,44,90,2499878,1610,1,2253.081747,213027507,0,0,32.4397629,12.92439554
401,25707,44,77,2499878,1610,1,2333.944084,213027536,0,0,16.02410966,28.01428207
402,3350,51,72,2499878,1610,1,2820.925525,213027728,0,0,13.57043439,33.60952246
403,9433,73,88,2499879,1646,0,90.055672,214210727,0,0,12.26477373,23.36493099
401,49872,33,77,2499879,1639,0,132.622585,214210574,0,0,13.34588226,30.76881538
401,25854,47,91,2499879,1639,0,348.30552,214210607,0,0,39.07763698,11.06345335
403,15054,48,91,2499879,1639,0,1155.277957,214210774,0,0,39.93638315,10.91787525
402,15054,64,91,2499879,1639,0,1660.133726,214210964,0,0,20.91513663,15.55892027
402,332605,38,81,2499879,1639,0,1693.412715,214210975,0,0,17.01622036,24.73863375
402,70092,81,76,2499879,1646,0,2096.289974,214211250,0,0,9.162347046,38.00631526
402,11294,36,86,2499879,1646,0,2304.069674,214211318,0,0,18.93900426,20.19108714
401,93,76,83,2499879,1646,0,2309.276639,214211325,0,0,11.08748741,29.13417238
402,332605,42,74,2499879,1639,0,2515.806186,214211198,0,0,14.03624347,31.84964678
402,15054,35,63,2499879,1639,1,127.217281,214212191,0,0,9.603179535,45.99304295
402,49872,52,75,2499879,1639,1,509.398557,214211475,0,0,15.14744468,30.04263637
402,70092,26,74,2499879,1646,1,1425.690933,214211944,0,0,10.65971991,36.63441005
401,93,29,93,2499879,1646,1,1526.155401,214211973,0,0,11.28375807,18.78297101
402,7932,56,77,2499879,1639,1,1804.488222,214211711,0,0,16.02410966,28.01428207
402,9123,50,76,2499879,1646,1,1911.859961,214212067,0,0,15.81432541,28.8
402,332605,42,79,2499879,1639,1,2341.497062,214211862,0,0,16.98552989,26
402,15198,37,80,2499879,1639,1,2353.277823,214211872,0,0,16.03233935,26.15645236
401,8747,44,88,2499879,1639,1,2476.204317,214211912,0,0,28.24973549,15.17893277
403,15198,34,93,2499879,1639,1,2813.696397,214212003,0,0,17.10272897,15.31012737
401,62389,55,79,2499880,1673,0,581.366352,214197920,0,0,17.61257784,25.51548549
402,105333,32,85,2499880,1610,0,909.342731,214198363,0,0,15.61123118,23.05124725
402,28291,30,68,2499880,1610,0,1135.998811,214198418,0,0,10.15797799,41.6
401,31528,50,81,2499880,1610,0,2174.551518,214198721,0,0,19.90125338,22.8
403,28291,59,90,2499880,1610,0,2396.790539,214198802,0,0,28.09364881,13.99428455
401,3360,35,88,2499880,1610,0,2667.508083,214198864,0,0,18.95818341,18.74459922
402,8625,72,90,2499880,1610,1,843.827994,214199264,0,0,12.36906153,21.30164313
402,25707,64,95,2499880,1610,1,885.218453,214199299,0,0,18.26459517,12.70590414
401,9419,33,92,2499880,1673,1,959.87071,214198959,0,0,16.38954033,16.64692164
402,55979,62,70,2499880,1673,1,1005.482911,214198973,0,0,11.85363617,37.25801927
401,9419,32,77,2499880,1673,1,1233.408766,214199096,0,0,13.0430767,31.13069225
402,3360,49,84,2499880,1610,1,1300.278537,214199387,0,0,23.49856568,19.21665944
401,3360,42,87,2499880,1610,1,1347.346067,214199407,0,0,24.94390526,16.86179113
402,15823,38,80,2499880,1673,1,2646.341438,214199497,0,0,16.40475995,25.84879107
402,8325,65,91,2499881,1625,0,299.388027,214451486,0,0,19.45179464,16.14434886
402,105339,56,84,2499881,1625,0,370.54609,214451505,0,0,22.23762076,19.790907
402,25571,42,81,2499881,10531,0,564.391114,214451587,0,0,18.51063673,23.68121618
402,38021,71,91,2499881,1625,0,785.816279,214451679,0,0,12.71627168,19.97198037
403,8325,52,94,2499881,1625,0,938.673807,214451735,0,0,56.30993247,7.375635566
403,8325,47,92,2499881,1625,0,1299.100638,214451852,0,0,43.15238973,9.895453501
402,70086,65,96,2499881,1625,0,1487.73333,214451914,0,0,14.2645123,12.92439554
402,8325,55,88,2499881,1625,0,1712.326002,214451972,0,0,29.0546041,14.94523335
401,70083,47,72,2499881,1625,0,2191.145881,214452138,0,0,13.51060886,33.68560523
402,11066,32,90,2499881,1625,0,2301.026614,214452190,0,0,15.97427482,18.74459922
401,8317,58,90,2499881,1625,1,46.313885,214452375,0,0,29.60445075,13.6
401,8325,70,95,2499881,1625,1,325.111991,214452453,0,0,9.865806943,17.08800749
402,8325,66,94,2499881,1625,1,961.908282,214452694,0,0,16.09081635,14.6860478
402,471,40,83,2499881,10531,1,1036.984555,214452509,0,0,19.37182191,21.91255348
402,4365,66,76,2499881,10531,1,1125.775311,214452568,0,0,13.26561387,31.51634497
402,11066,46,92,2499881,1625,1,1641.322199,214452988,0,0,41.63353934,10.11928851
402,11066,43,85,2499881,1625,1,2220.272367,214453135,0,0,22.99287908,18.85099467
401,241564,30,79,2499881,1625,1,2223.430951,214453136,0,0,12.97395643,29.85029313
402,25571,50,89,2499881,10531,1,2468.466516,214452879,0,0,33.71679754,13.2
401,265673,71,82,2499881,1625,1,2517.26237,214453188,0,0,13.26840786,27.3642102
402,25571,18,78,2499881,10531,1,2626.562081,214452951,0,0,8.981081061,36.77390379
402,8325,36,74,2499881,1625,1,2677.449571,214453238,0,0,12.97977717,33.14935897
401,230020,63,84,2499882,1609,0,493.905203,214453695,0,0,18.43494882,21.8357505
402,3361,38,85,2499882,1609,0,496.560118,214453696,0,0,19.79157495,20.4
402,3361,36,88,2499882,1609,0,500.828496,214453702,0,0,19.98310652,18.2428068
402,3361,54,87,2499882,1609,0,1315.513318,214453923,0,0,27.71081402,15.92482339
402,279717,69,83,2499882,1609,0,1351.715224,214453926,0,0,14.49664607,25.44012579
401,230020,61,89,2499882,1609,0,1711.537051,214454065,0,0,24.13548948,15.86442561
402,230020,43,78,2499882,1609,0,1783.754935,214454091,0,0,16.51487726,26.98740447
401,26010,61,92,2499882,1609,0,2290.532946,214454246,0,0,26.56505118,13.02305648
401,7873,37,82,2499882,1609,0,2589.937951,214454326,0,0,17.18570614,23.9733185
401,49876,63,66,2499882,1609,0,2632.575358,214454351,0,0,10.52510787,42.10463157
402,49876,59,76,2499882,1609,0,2712.684728,214454382,0,0,14.91031376,29.6863605
402,14703,57,89,2499882,1633,1,19.507389,214454397,0,0,29.11614627,14.33875866
402,167145,55,75,2499882,1609,1,216.327245,214454480,0,0,14.93141718,30.2654919
401,49876,33,74,2499882,1609,1,329.439096,214454539,0,0,12.32472743,34.03527582
402,3361,27,87,2499882,1609,1,619.708271,214454660,0,0,12.43615448,24.12301805
401,3319,43,93,2499882,1609,1,621.800298,214454661,0,0,38.02977697,10.09554357
403,14703,65,92,2499882,1633,1,874.179889,214454667,0,0,19.23067238,15.36749817
402,8677,50,72,2499882,1633,1,1208.09228,214454767,0,0,13.57794915,33.6
402,7873,54,92,2499882,1609,1,1458.923093,214454935,0,0,41.63353934,10.11928851
402,167145,67,84,2499882,1609,1,1959.748365,214455099,0,0,15.9453959,23.52870587
402,3361,33,82,2499882,1609,1,2012.031441,214455117,0,0,15.211169,25.52488981
401,7873,56,80,2499882,1609,1,2363.765465,214455225,0,0,18.227151,24.47529367
402,7941,37,90,2499882,1633,1,2664.952554,214455248,0,0,22.12194197,15.87954659
401,14703,75,80,2499882,1633,1,2750.612525,214455266,0,0,11.30993247,31.2409987
401,160,75,80,2499883,1644,0,163.462977,214208404,0,0,11.30993247,31.2409987
402,377071,52,86,2499883,1644,0,601.140251,214208547,0,0,26.56505118,16.87601849
401,397168,65,75,2499883,1628,0,1035.559267,214208691,0,0,13.14106976,32.31098884
401,8471,47,73,2499883,1628,0,1211.650641,214208721,0,0,14.00096282,32.48876729
402,377071,32,86,2499883,1644,0,1318.26471,214208803,0,0,15.84308212,22.1269067
401,8471,51,74,2499883,1628,0,1397.800354,214208754,0,0,14.60217585,31.21025473
402,377071,25,96,2499883,1644,0,1461.182599,214208842,0,0,5.38931176,20.56793621
403,8186,50,87,2499883,1628,0,1744.322553,214208908,0,0,28.76278918,15.6
402,8903,54,96,2499883,1644,0,1792.810332,214208953,0,0,65.77225468,5.768882041
403,127537,33,90,2499883,1628,0,2502.445963,214209132,0,0,17.05331477,18.13725448
402,235555,52,88,2499883,1628,1,436.619651,214209436,0,0,30.71282772,14.48861622
401,8501,37,80,2499883,1628,1,439.238527,214209437,0,0,16.03233935,26.15645236
402,160,70,80,2499883,1644,1,940.959305,214209514,0,0,13.24051992,28.8444102
402,377071,35,91,2499883,1644,1,1173.702475,214209602,0,0,19.45179464,16.14434886
402,235555,60,88,2499883,1628,1,1816.939683,214209844,0,0,24.2814601,16.47300823
402,8422,26,89,2499883,1628,1,2275.529294,214209975,0,0,11.33335265,23.29978541
402,8422,33,82,2499883,1628,1,2593.053362,214210014,0,0,15.211169,25.52488981
401,25865,47,90,2499883,1628,1,2594.222257,214210015,0,0,35.6671303,12.23764683
402,7934,62,89,2499884,1611,0,55.818627,214447202,0,0,22.86638059,16.32176461
402,7989,55,82,2499884,1659,0,138.55506,214447267,0,0,20.32313683,21.96724835
402,8959,63,77,2499884,1659,0,1005.877215,214447552,0,0,14.49756435,29.49440625
401,9637,34,88,2499884,1659,0,1171.394439,214447587,0,0,17.96913974,19.26655133
401,9285,32,81,2499884,1659,0,1252.13936,214447614,0,0,14.38449577,26.96664607
401,7989,66,89,2499884,1659,0,1361.208799,214447668,0,0,18.15270589,18.3869519
402,8959,71,86,2499884,1659,0,1777.319907,214447772,0,0,13.76850813,23.75878785
401,9279,58,95,2499884,1659,0,2017.950294,214447858,0,0,38.21695114,8.77268488
401,62224,11,90,2499884,1659,0,2784.758203,214448064,0,0,4.9812335,33.42813187
401,62224,40,75,2499884,1659,1,538.175028,214448301,0,0,14.20676612,31.04834939
401,7934,52,83,2499884,1611,1,847.041487,214448441,0,0,22.0599733,20.4626489
401,7905,33,95,2499884,1611,1,853.067633,214448445,0,0,13.18067319,14.86472334
402,134513,50,96,2499884,1611,1,856.220863,214448452,0,0,79.61114218,4.8
402,397178,21,81,2499884,1611,1,1601.614548,214448703,0,0,9.928166036,32.52814166
402,8296,47,83,2499884,1659,1,1713.681847,214448685,0,0,21.9025768,20.54069132
403,134102,53,95,2499884,1659,1,2128.266947,214448806,0,0,61.77902744,6.462197769
402,8296,62,97,2499884,1659,1,2196.047445,214448821,0,0,17.9087463,10.25280449
401,7905,44,87,2499884,1611,1,2795.59168,214449076,0,0,26.49178296,16.32176461
401,62224,44,76,2499884,1659,1,2929.610713,214449033,0,0,15.39968302,29.19726015
401,25706,49,83,2499885,1623,0,710.780996,214491859,0,0,22.15544687,20.41568025
401,339789,49,67,2499885,1613,0,928.025336,214492287,0,0,11.5311506,39.60807998
401,9227,53,74,2499885,1613,0,1142.760432,214492370,0,0,14.52784886,31.29217154
401,9227,27,90,2499885,1613,0,1498.120463,214492486,0,0,11.62698098,21.96724835
403,8284,50,90,2499885,1623,0,1572.047692,214492071,0,0,36.86989765,12
402,3523,29,69,2499885,1613,0,1963.919332,214492630,0,0,10.22366817,40.81764324
401,252365,55,88,2499885,1613,0,2078.404826,214492672,0,0,29.0546041,14.94523335
401,339789,29,71,2499885,1613,0,2213.705973,214492714,0,0,10.67247521,38.64298125
403,77558,48,92,2499885,1623,0,2427.177417,214492328,0,0,44.29268063,9.732420048
402,12536,46,87,2499885,1613,0,2626.066025,214492844,0,0,27.71081402,15.92482339
401,339789,49,81,2499885,1613,1,495.646299,214493106,0,0,19.87798481,22.81403077
403,3523,41,95,2499885,1613,1,498.723857,214493110,0,0,33.74892295,9.372299611
402,7944,56,73,2499885,1623,1,897.339183,214492668,0,0,13.78082532,32.75362575
402,7967,56,75,2499885,1613,1,1028.831171,214493233,0,0,14.82064611,30.38157336
401,339789,74,81,2499885,1613,1,1291.271112,214493267,0,0,11.80814409,29.80738164
401,77558,41,79,2499885,1623,1,1335.058053,214492785,0,0,16.72556695,26.2083956
403,77546,54,90,2499885,1623,1,1494.750517,214492834,0,0,34.77783137,12.41933976
402,70215,64,87,2499885,1613,1,2247.912591,214493423,0,0,19.48080023,19.20416621
401,7967,54,74,2499885,1613,1,2824.306553,214493490,0,0,14.46341751,31.36367325
401,703,45,96,2499886,1619,0,55.652191,214481134,0,0,59.03624347,6.248199741
402,29640,73,83,2499886,1619,0,82.150576,214481139,0,0,12.45783369,27.47216773
402,14763,37,80,2499886,1631,0,1155.412319,214481471,0,0,16.03233935,26.15645236
402,265366,52,71,2499886,1631,0,1207.463362,214481478,0,0,13.08682645,34.83676219
401,14763,47,86,2499886,1631,0,1406.962589,214481519,0,0,26.29479007,16.97056275
402,8953,29,83,2499886,1619,0,1765.30834,214481813,0,0,13.44999627,26.42725865
401,14853,37,81,2499886,1631,0,1856.661073,214481604,0,0,16.59612019,25.05992817
402,370,41,89,2499886,1619,0,2549.828925,214482050,0,0,26.6871053,15.0359569
402,265366,52,78,2499886,1631,0,2649.447875,214481776,0,0,17.17056135,26.44844041
403,7899,49,91,2499886,1619,0,2806.92981,214482157,0,0,40.46685036,10.8295891
403,265366,58,87,2499886,1631,1,93.879247,214481878,0,0,24.94390526,16.86179113
401,14853,45,79,2499886,1631,1,488.964798,214481966,0,0,17.61257784,25.51548549
402,8653,67,90,2499886,1631,1,506.067531,214481978,0,0,17.05331477,18.13725448
402,8953,51,96,2499886,1619,1,1247.147836,214482510,0,0,78.69006753,4.866210024
401,8144,40,79,2499886,1619,1,2319.001833,214482669,0,0,16.44402263,26.43936459
403,8953,52,82,2499886,1619,1,2548.409394,214482709,0,0,20.87464683,21.65917819
402,3577,39,81,2499887,1627,0,578.649351,214479096,0,0,17.42134903,24.43931259
402,18550,35,79,2499887,1612,0,663.933783,214479400,0,0,14.79972878,27.91128804
401,15808,34,94,2499887,1612,0,972.552197,214479522,0,0,16.09081635,14.6860478
401,222220,31,89,2499887,1612,0,1109.877094,214479564,0,0,15.17737685,20.13156725
403,86308,49,86,2499887,1627,0,1287.841526,214479189,0,0,26.72969377,16.81903683
402,346101,70,76,2499887,1612,0,1398.972092,214479649,0,0,12.15796642,32.94601645
402,8686,44,73,2499887,1627,0,1781.992619,214479313,0,0,13.78082532,32.75362575
402,3802,39,75,2499887,1612,0,1855.63378,214479758,0,0,14.01604994,31.26403685
402,15808,29,90,2499887,1612,0,2510.196297,214479948,0,0,13.17075037,20.64558064
401,120353,66,90,2499887,1612,0,2512.946701,214479953,0,0,18.20848447,17.54536976
403,86308,58,92,2499887,1627,1,309.418265,214479904,0,0,33.25436657,11.53776408
403,119951,42,95,2499887,1627,1,343.210512,214479919,0,0,38.21695114,8.77268488
403,120353,38,92,2499887,1612,1,710.315051,214480384,0,0,24.52596987,13.5764502
402,25747,38,92,2499887,1612,1,1181.096239,214480485,0,0,24.52596987,13.5764502
401,8370,36,74,2499887,1627,1,2263.181691,214480340,0,0,12.97977717,33.14935897
402,286831,36,90,2499887,1612,1,2292.602765,214480757,0,0,20.74608028,16.41462762
402,7868,36,88,2499887,1612,1,2444.949737,214480786,0,0,19.98310652,18.2428068
402,3802,73,79,2499887,1612,1,2702.552906,214480841,0,0,11.88865804,31.202564
402,14911,30,88,2499888,1624,0,155.764021,214470481,0,0,14.44054165,21.52579848
402,91381,51,93,2499888,1651,0,270.673122,214470655,0,0,50.59933934,8.438009244
401,20441,43,86,2499888,1624,0,339.676332,214470534,0,0,24.30454927,17.7087549
402,25785,69,96,2499888,1624,0,1161.910687,214470769,0,0,9.162347046,15.93988708
402,54,50,77,2499888,1624,0,1196.16635,214470778,0,0,16.49264163,27.6
402,8717,37,95,2499888,1624,0,1199.109044,214470780,0,0,20.53252479,12.00666482
402,8717,41,96,2499888,1624,0,1201.354087,214472008,0,0,33.11134196,8.653323061
402,14911,59,97,2499888,1624,0,1418.325651,214470852,0,0,30.54757175,8.049844719
402,8717,52,78,2499888,1624,0,1453.116782,214470865,0,0,17.17056135,26.44844041
402,8717,55,76,2499888,1624,0,1759.8952,214470954,0,0,15.524111,29.07645095
401,20441,51,88,2499888,1624,0,1764.965755,214470958,0,0,30.96375653,14.4222051
403,8242,40,89,2499888,1651,0,2140.815799,214471552,0,0,25.41529024,15.43502511
401,25804,46,79,2499888,1624,0,2296.623662,214471060,0,0,17.76369887,25.40236209
401,466,25,74,2499888,1651,1,239.723808,214471829,0,0,10.41891033,37.05995143
401,8717,55,89,2499888,1624,1,323.682245,214471240,0,0,31.21840276,13.79275172
401,20441,36,83,2499888,1624,1,375.780641,214472020,0,0,17.249688,23.27230113
402,210044,41,93,2499888,1624,1,415.063087,214471258,0,0,32.27564431,11.06345335
402,25785,55,71,2499888,1624,1,493.230932,214471282,0,0,12.94650952,35.02913073
402,8717,43,79,2499888,1624,1,511.338108,214471290,0,0,17.2215073,25.81472448
403,8242,39,90,2499888,1651,1,1096.942752,214472035,0,0,25.04620078,14.88086019
402,14911,66,73,2499888,1624,1,1162.587838,214471518,0,0,12.21232691,34.83676219
401,3657,49,90,2499888,1651,1,1447.772534,214472084,0,0,36.73282666,12.0266371
402,25950,73,88,2499888,1651,1,1500.800124,214472092,0,0,12.26477373,23.36493099
401,8717,36,87,2499888,1624,1,1691.953763,214471663,0,0,19.48080023,19.20416621
402,8717,39,82,2499888,1624,1,1796.738984,214471691,0,0,18.12186025,23.32380758
402,13484,46,78,2499888,1624,1,1916.037976,214471731,0,0,16.99082329,26.59323222
402,8292,35,91,2499888,1624,1,2272.063219,214471844,0,0,19.45179464,16.14434886
403,3802,34,87,2499889,1612,0,124.686591,215449896,0,0,17.69363999,20.17919721
402,3802,34,72,2499889,1612,0,652.03928,215450073,0,0,11.88865804,35.95552809
401,120353,64,88,2499889,1612,0,718.53166,215450099,0,0,19.98310652,18.2428068
402,9739,75,75,2499889,1659,0,1085.95229,215449857,0,0,10.58732132,36.05551275
401,120353,60,87,2499889,1612,0,1275.688718,215450275,0,0,23.18719744,17.5316856
402,15808,57,90,2499889,1612,0,1475.698205,215450359,0,0,31.06516489,13.24235629
402,8296,63,89,2499889,1659,0,2292.591968,215450240,0,0,21.62319613,16.80476123
402,7868,62,80,2499889,1612,0,2346.93293,215450662,0,0,16.40475995,25.84879107
402,120353,57,89,2499889,1612,0,2536.454693,215450730,0,0,29.11614627,14.33875866
402,8959,51,81,2499889,1659,0,2574.614351,215450328,0,0,19.87798481,22.81403077
401,222220,41,80,2499889,1612,1,375.354952,215450941,0,0,17.42225011,25.05673562
401,62224,29,92,2499889,1659,1,620.065577,215450633,0,0,12.09475708,19.3494186
401,7868,32,93,2499889,1612,1,832.334387,215451080,0,0,14.38981512,16.67093279
402,8296,35,82,2499889,1659,1,871.243508,215450689,0,0,16.20571854,24.70951234
402,9739,77,88,2499889,1659,1,983.841934,215450721,0,0,9.93165332,25.95996918
402,3802,58,86,2499889,1612,1,1426.215133,215451267,0,0,23.62937773,17.97776404
402,7868,70,89,2499889,1612,1,2229.31979,215451429,0,0,14.30149981,20.74222746
402,3802,66,71,2499889,1612,1,2440.082566,215451468,0,0,11.57823108,37.07937432
401,8955,38,90,2499889,1612,1,2492.826321,215451475,0,0,23.5594409,15.36749817
402,286831,57,79,2499889,1612,1,2866.884384,215451548,0,0,17.2215073,25.81472448
403,8140,42,90,2499889,1612,1,2869.650155,215451549,0,0,29.60445075,13.6
402,25413,50,75,2499890,1609,0,167.834878,215156648,0,0,15.18928674,30
403,8833,66,89,2499890,1613,0,256.804472,215156717,0,0,18.15270589,18.3869519
402,252365,68,77,2499890,1613,0,329.033092,215156735,0,0,13.0430767,31.13069225
402,25413,29,86,2499890,1609,0,467.930349,215156753,0,0,13.76850813,23.75878785
401,167145,56,88,2499890,1609,0,471.907324,215156755,0,0,28.24973549,15.17893277
402,3361,55,86,2499890,1609,0,689.316495,215156827,0,0,25.46334506,17.26962652
402,279717,60,78,2499890,1609,0,763.98894,215156847,0,0,15.8283066,27.58550344
402,3361,39,88,2499890,1609,0,1375.337665,215157145,0,0,23.19859051,16.87601849
401,167145,68,92,2499890,1609,0,1577.532427,215157230,0,0,15.15657838,17.30664612
401,49876,37,74,2499890,1609,0,1822.425476,215157321,0,0,13.18296516,32.88768767
402,230020,64,84,2499890,1609,0,2386.794737,215157513,0,0,17.81144017,22.22791038
402,3361,34,81,2499890,1609,0,2738.437537,215157580,0,0,15.27951323,26.14727519
402,279717,28,75,2499890,1609,1,461.825575,215157796,0,0,11.36751615,34.78160433
402,25413,71,89,2499890,1609,1,540.087083,215157818,0,0,13.48156382,21.36539258
401,9227,38,76,2499890,1613,1,600.853875,215157925,0,0,14.27418138,30.35786554
402,293686,37,80,2499890,1613,1,659.926883,215158004,0,0,16.03233935,26.15645236
401,134294,55,74,2499890,1613,1,665.520147,215158011,0,0,14.38139459,31.4553652
402,25413,65,89,2499890,1609,1,817.794808,215157903,0,0,19.25896596,17.8392825
402,230020,40,92,2499890,1609,1,956.196458,215157942,0,0,28.7203268,12.49639948
402,3361,34,85,2499890,1609,1,1082.160298,215157972,0,0,16.97157068,22.08710031
402,230020,40,90,2499890,1609,1,1215.590037,215158010,0,0,26.56505118,14.4222051
402,7873,53,92,2499890,1609,1,1744.455324,215158210,0,0,43.15238973,9.895453501
403,7855,51,92,2499890,1609,1,1784.999261,215158219,0,0,45,9.633275663
402,230883,31,70,2499890,1613,1,1991.820014,215158380,0,0,10.79098856,39.07735917
402,3327,45,77,2499890,1613,1,2051.315505,215158417,0,0,16.16449915,27.88834882
402,230883,32,86,2499890,1613,1,2128.214039,215158439,0,0,15.84308212,22.1269067
403,230883,41,87,2499890,1613,1,2220.495696,215158475,0,0,24.08423281,17.18138528
401,7945,69,86,2499890,1609,1,2414.665853,215158369,0,0,15.12400731,22.65568361
402,9227,55,72,2499890,1613,1,2536.916346,215158545,0,0,13.39249775,33.83725757
402,9097,46,90,2499891,1651,0,726.944807,215154716,0,0,34.77783137,12.41933976
403,8416,47,92,2499891,1651,0,797.435321,215154747,0,0,43.15238973,9.895453501
401,93,37,87,2499891,1646,0,1164.38193,215154893,0,0,20.4031849,18.74886663
402,25950,55,92,2499891,1651,0,1187.025835,215154871,0,0,39.80557109,10.4
402,8086,62,84,2499891,1651,0,1191.072108,215154875,0,0,19.05100873,21.46625258
403,9097,46,91,2499891,1651,0,1318.87005,215154932,0,0,37.92646233,11.26410227
401,93,57,81,2499891,1646,0,1474.41479,215154973,0,0,18.81947848,23.47764895
401,93,39,80,2499891,1646,0,1477.591155,215154978,0,0,16.76255446,25.56247249
402,8416,32,92,2499891,1651,0,1968.416567,215155125,0,0,15.15657838,17.30664612
401,26495,38,76,2499891,1651,0,2557.995403,215155281,0,0,14.27418138,30.35786554
402,9206,48,82,2499891,1646,1,173.599252,215155439,0,0,20.87464683,21.65917819
401,93,31,84,2499891,1646,1,474.782141,215155532,0,0,14.74356284,24.48836458
403,9433,48,93,2499891,1646,1,506.271218,215155554,0,0,49.63546343,8.551023331
401,11294,54,93,2499891,1646,1,931.582144,215155727,0,0,46.04162668,8.988882022
401,11294,49,94,2499891,1646,1,933.124659,215155734,0,0,57.6525565,7.244308111
402,9206,61,90,2499891,1646,1,1642.898922,215155898,0,0,25.04620078,14.88086019
402,8516,62,69,2499891,1646,1,1758.773374,215155915,0,0,11.52108791,38.41874542
402,466,37,73,2499891,1651,1,2563.96281,215156012,0,0,12.78865073,34.02822358
402,9127,53,89,2499891,1646,1,2656.802718,215156138,0,0,32.77758391,13.41640786
401,247248,62,73,2499891,1651,1,2693.820375,215156043,0,0,12.96428615,33.79230682
